sn0 0.01 -18.7005420771 0.0859091035093
sn1 0.01 -18.6251899659 0.110397479807
sn2 0.01 -18.8676744995 0.0698620841
sn3 0.01 -18.6892771623 0.100715986198
sn4 0.01 -18.6413682759 0.0424605988295
sn5 0.01 -18.6602634119 0.106406682429
sn6 0.01 -18.6822288651 0.0846376615437
sn7 0.01 -18.6250490881 0.074669130722
sn8 0.01 -18.7916093862 0.102174275009
sn9 0.01 -18.6986806536 0.0975644460523
sn10 0.02 -18.7533690326 0.082433368725
sn11 0.02 -18.7186200357 0.0960617797364
sn12 0.02 -18.6864137557 0.126218694949
sn13 0.02 -18.6974551938 0.118450119826
sn14 0.02 -18.616219448 0.069668016564
sn15 0.02 -18.2412006239 0.0877509420819
sn16 0.02 -18.7503200889 0.0639429558773
sn17 0.02 -18.600525166 0.0421601287029
sn18 0.02 -18.7368573489 0.0969819219107
sn19 0.02 -18.6336557699 0.069104758182
sn20 0.02 -18.5381391992 0.0920495540405
sn21 0.03 -18.7086010978 0.0770366913036
sn22 0.03 -18.6691008785 0.0675248267912
sn23 0.03 -18.8268195713 0.112162295156
sn24 0.03 -18.8847713104 0.075846463577
sn25 0.03 -18.6408703463 0.0782150755287
sn26 0.03 -18.6626665697 0.0644318740344
sn27 0.03 -18.5939775425 0.0869699147092
sn28 0.03 -18.5491579505 0.0784740662554
sn29 0.03 -18.761652175 0.0735024171593
sn30 0.03 -18.6215977706 0.0698677778327
sn31 0.03 -18.6728534079 0.0346363901473
sn32 0.04 -18.5608951798 0.135717466548
sn33 0.04 -18.6304212404 0.0705596838727
sn34 0.04 -18.8858551506 0.082937552391
sn35 0.04 -18.5570029837 0.0640753333757
sn36 0.04 -18.8413286338 0.131102816349
sn37 0.04 -18.5841747247 0.0787368918652
sn38 0.04 -18.8031408204 0.0528282958041
sn39 0.04 -18.4079533651 0.0829955090274
sn40 0.04 -18.5078240351 0.101213112202
sn41 0.04 -18.2658383314 0.107451633199
sn42 0.04 -18.5945708571 0.0755598715155
sn43 0.05 -18.5944491347 0.0941883568674
sn44 0.05 -18.9224266232 0.0880332359688
sn45 0.05 -18.761258508 0.0890345511317
sn46 0.05 -18.89051551 0.0690110805854
sn47 0.05 -18.6591491722 0.101077095766
sn48 0.05 -18.6036209229 0.0765403985263
sn49 0.05 -18.8153689984 0.0621102966824
sn50 0.05 -18.6131761113 0.0965810881818
sn51 0.05 -18.5564469843 0.0788642859234
sn52 0.05 -18.5738039125 0.0977619254063
sn53 0.05 -18.5404079103 0.093457823665
sn54 0.06 -18.6104424296 0.00797076541902
sn55 0.06 -18.7088517001 0.115755576531
sn56 0.06 -18.5737353712 0.102862363763
sn57 0.06 -18.5372018399 0.048812760987
sn58 0.06 -18.7562631756 0.0634050938385
sn59 0.06 -18.7200803409 0.0813160971564
sn60 0.06 -18.8470407057 0.0985816259811
sn61 0.06 -18.6263165777 0.0810138422264
sn62 0.06 -18.7089403604 0.114860093596
sn63 0.06 -18.5987675892 0.0734965498804
sn64 0.06 -18.598022278 0.0683691370814
sn65 0.07 -18.5840997341 0.118075636727
sn66 0.07 -18.8142136915 0.0919625738601
sn67 0.07 -18.6948527778 0.102122480113
sn68 0.07 -18.8732380492 0.134780281997
sn69 0.07 -18.6656421359 0.0922836917573
sn70 0.07 -18.6394007609 0.0778089915908
sn71 0.07 -18.4562387273 0.0962050606167
